Booking_ID;no_of_adults;no_of_children;no_of_weekend_nights;no_of_week_nights;type_of_meal_plan;required_car_parking_space;room_type_reserved;lead_time;arrival_year;arrival_month;arrival_date;market_segment_type;repeated_guest;no_of_previous_cancellations;no_of_previous_bookings_not_canceled;avg_price_per_room;no_of_special_requests;booking_status
INN01030;2;0;0;4;Meal Plan 1;0;Room_Type 1;244;2018;8;2;Online;0;0;0;90.95;0;Canceled
INN01031;2;0;1;2;Meal Plan 1;0;Room_Type 1;11;2018;10;3;Offline;0;0;0;85;0;Not_Canceled
INN01032;2;0;0;3;Meal Plan 1;0;Room_Type 1;36;2018;1;14;Offline;0;0;0;60;0;Not_Canceled
INN01033;1;0;0;2;Meal Plan 1;0;Room_Type 1;192;2018;6;24;Offline;0;0;0;95;0;Not_Canceled
INN01034;2;0;1;0;Meal Plan 1;0;Room_Type 1;77;2018;6;26;Online;0;0;0;105.3;1;Canceled
INN01035;2;0;1;0;Not Selected;0;Room_Type 1;30;2018;12;12;Online;0;0;0;108;3;Not_Canceled
INN01036;2;0;0;4;Meal Plan 1;0;Room_Type 1;217;2018;5;25;Online;0;0;0;90.1;2;Canceled
INN01037;2;0;1;2;Not Selected;0;Room_Type 1;23;2018;2;12;Online;0;0;0;79;1;Canceled
INN01038;2;0;0;3;Meal Plan 1;0;Room_Type 1;1;2018;7;12;Online;0;0;0;116.27;1;Not_Canceled
INN01039;1;0;0;1;Meal Plan 1;0;Room_Type 1;12;2018;5;31;Online;0;0;0;106.25;0;Not_Canceled
INN01040;2;0;2;2;Not Selected;0;Room_Type 1;56;2018;11;11;Online;0;0;0;74.8;3;Not_Canceled
INN01041;2;0;2;1;Meal Plan 2;0;Room_Type 1;110;2017;7;25;Online;0;0;0;94.5;0;Canceled
INN01042;2;1;1;2;Meal Plan 1;0;Room_Type 1;9;2018;4;22;Online;0;0;0;149;0;Canceled
INN01043;2;0;0;3;Meal Plan 1;0;Room_Type 4;43;2018;3;17;Online;0;0;0;106.8;0;Not_Canceled
INN01044;1;0;1;2;Meal Plan 1;0;Room_Type 1;219;2017;9;4;Offline;0;0;0;76.67;1;Not_Canceled
INN01045;2;0;1;1;Meal Plan 1;0;Room_Type 4;87;2018;4;9;Online;0;0;0;105.3;0;Canceled
INN01046;2;0;1;5;Meal Plan 1;0;Room_Type 1;22;2017;9;1;Online;0;0;0;105;2;Not_Canceled
INN01047;1;0;0;2;Meal Plan 2;0;Room_Type 1;6;2017;12;10;Online;0;0;0;0;0;Not_Canceled
INN01048;2;0;1;2;Meal Plan 1;0;Room_Type 1;305;2018;11;4;Online;0;0;0;89;0;Canceled
INN01049;1;0;0;1;Meal Plan 1;0;Room_Type 1;7;2018;3;2;Online;0;0;0;86;1;Not_Canceled
INN01050;1;0;1;1;Meal Plan 1;0;Room_Type 1;3;2018;3;7;Corporate;1;0;1;80;0;Not_Canceled
INN01051;1;0;0;3;Meal Plan 1;0;Room_Type 1;91;2018;4;12;Online;0;0;0;90.9;1;Not_Canceled
INN01052;2;0;0;4;Meal Plan 1;0;Room_Type 1;100;2018;9;28;Online;0;0;0;100;0;Canceled
INN01053;2;1;2;0;Not Selected;0;Room_Type 1;91;2018;8;21;Online;0;0;0;107.1;1;Not_Canceled
INN01054;2;0;0;3;Meal Plan 1;0;Room_Type 1;19;2018;1;27;Online;0;0;0;89;1;Not_Canceled
INN01055;2;0;0;5;Not Selected;0;Room_Type 1;128;2018;8;9;Online;0;0;0;103.5;0;Canceled
INN01056;2;0;1;1;Meal Plan 1;0;Room_Type 1;42;2018;10;31;Online;0;0;0;118.5;1;Not_Canceled
INN01057;2;0;1;3;Meal Plan 1;0;Room_Type 1;18;2018;10;10;Offline;0;0;0;85;0;Not_Canceled
INN01058;1;0;0;2;Meal Plan 1;0;Room_Type 1;103;2018;4;19;Online;0;0;0;115;0;Canceled
INN01059;2;0;0;1;Not Selected;0;Room_Type 1;94;2018;12;23;Online;0;0;0;79.2;1;Not_Canceled
INN01060;2;0;0;4;Meal Plan 2;0;Room_Type 1;78;2018;4;26;Offline;0;0;0;105;0;Not_Canceled
INN01061;2;0;0;1;Meal Plan 1;0;Room_Type 1;4;2018;3;23;Offline;0;0;0;72;1;Not_Canceled
INN01062;1;0;0;4;Not Selected;0;Room_Type 1;1;2018;6;14;Online;0;0;0;121.5;1;Not_Canceled
INN01063;1;0;2;2;Meal Plan 1;0;Room_Type 1;2;2017;10;18;Online;0;0;0;98.21;0;Not_Canceled
INN01064;2;0;1;1;Not Selected;0;Room_Type 1;59;2018;6;20;Online;0;0;0;89.1;1;Not_Canceled
INN01065;2;0;2;3;Meal Plan 1;0;Room_Type 4;16;2018;12;22;Online;0;0;0;77.53;0;Not_Canceled
INN01066;2;0;1;0;Meal Plan 1;0;Room_Type 1;24;2018;8;15;Complementary;0;0;0;0;0;Not_Canceled
INN01067;2;0;0;2;Meal Plan 1;0;Room_Type 1;57;2018;8;10;Online;0;0;0;135.9;1;Not_Canceled
INN01068;2;0;2;2;Meal Plan 1;0;Room_Type 4;20;2018;4;9;Online;0;0;0;134;1;Not_Canceled
INN01069;2;0;1;2;Meal Plan 1;0;Room_Type 1;0;2018;5;9;Online;0;0;0;103;1;Not_Canceled
INN01070;2;0;1;2;Meal Plan 1;0;Room_Type 1;121;2018;6;24;Online;0;0;0;90;0;Canceled
INN01071;2;0;1;1;Meal Plan 1;0;Room_Type 1;27;2018;10;3;Offline;0;0;0;95;0;Not_Canceled
INN01072;2;1;1;0;Meal Plan 1;0;Room_Type 1;50;2018;12;25;Online;0;0;0;111.6;2;Not_Canceled
INN01073;2;0;2;1;Meal Plan 2;0;Room_Type 1;110;2017;7;25;Online;0;0;0;94.5;0;Canceled
INN01074;3;0;2;2;Meal Plan 1;0;Room_Type 4;16;2018;7;16;Online;0;0;0;180.5;0;Canceled
INN01075;2;0;2;3;Meal Plan 1;0;Room_Type 1;92;2017;7;5;Online;0;0;0;49.74;0;Canceled
INN01076;2;0;2;3;Meal Plan 1;0;Room_Type 4;76;2018;3;20;Online;0;0;0;110.15;1;Not_Canceled
INN01077;1;0;0;3;Meal Plan 1;0;Room_Type 1;146;2017;12;29;Offline;0;0;0;65;0;Not_Canceled
INN01078;2;0;1;5;Meal Plan 1;0;Room_Type 1;9;2018;8;16;Online;0;0;0;142;0;Canceled
INN01079;2;0;1;2;Not Selected;0;Room_Type 1;12;2018;4;29;Online;0;0;0;122.33;0;Canceled
INN01080;2;0;0;2;Meal Plan 2;0;Room_Type 1;102;2017;10;16;Online;0;0;0;101.5;0;Canceled
INN01081;2;0;0;3;Meal Plan 1;0;Room_Type 1;57;2018;2;11;Online;0;0;0;80.3;0;Not_Canceled
INN01082;2;0;0;1;Not Selected;0;Room_Type 1;31;2018;9;16;Online;0;0;0;125.1;1;Not_Canceled
INN01083;2;0;2;3;Meal Plan 1;0;Room_Type 2;142;2018;8;21;Online;0;0;0;95.79;1;Not_Canceled
INN01084;2;0;0;2;Meal Plan 2;0;Room_Type 1;292;2018;7;21;Online;0;0;0;115;0;Canceled
INN01085;2;0;1;2;Meal Plan 1;0;Room_Type 1;54;2018;11;11;Online;0;0;0;96;1;Canceled
INN01086;2;0;0;2;Not Selected;0;Room_Type 1;21;2018;10;26;Online;0;0;0;110;1;Canceled
INN01087;2;0;0;3;Meal Plan 1;0;Room_Type 1;44;2018;2;17;Offline;0;0;0;75;0;Not_Canceled
INN01088;1;0;0;1;Meal Plan 1;0;Room_Type 1;1;2018;7;5;Online;0;0;0;104.72;1;Not_Canceled
INN01089;2;0;0;2;Meal Plan 2;0;Room_Type 1;30;2017;9;30;Offline;0;0;0;121;0;Not_Canceled
INN01090;2;0;0;5;Meal Plan 1;0;Room_Type 1;186;2018;7;19;Online;0;0;0;90.95;1;Canceled
INN01091;2;0;0;3;Not Selected;0;Room_Type 1;36;2018;12;8;Online;0;0;0;88;0;Canceled
INN01092;2;0;0;1;Meal Plan 1;1;Room_Type 1;138;2018;5;7;Online;0;0;0;114.3;1;Not_Canceled
INN01093;2;0;0;5;Meal Plan 1;0;Room_Type 4;162;2018;3;8;Offline;0;0;0;62;1;Not_Canceled
INN01094;2;0;0;1;Meal Plan 1;0;Room_Type 1;2;2017;10;13;Offline;0;0;0;85;0;Not_Canceled
INN01095;2;0;1;3;Meal Plan 1;0;Room_Type 1;100;2018;3;17;Online;0;0;0;73.95;0;Not_Canceled
INN01096;2;0;0;4;Meal Plan 1;0;Room_Type 4;97;2017;12;29;Offline;0;0;0;60.5;1;Not_Canceled
INN01097;3;0;1;2;Meal Plan 1;0;Room_Type 1;33;2018;1;25;Corporate;0;0;0;95;0;Not_Canceled
INN01098;2;0;0;4;Meal Plan 1;0;Room_Type 1;86;2018;3;23;Online;0;0;0;88.83;1;Canceled
INN01099;1;0;2;4;Meal Plan 1;0;Room_Type 1;245;2018;7;6;Online;0;0;0;110;0;Canceled
INN01100;2;0;2;2;Meal Plan 1;0;Room_Type 1;24;2017;12;26;Offline;0;0;0;58;1;Not_Canceled
INN01101;3;0;1;2;Meal Plan 1;0;Room_Type 4;89;2018;7;25;Online;0;0;0;137.7;2;Not_Canceled
INN01102;2;0;2;1;Meal Plan 1;0;Room_Type 1;66;2017;7;11;Online;0;0;0;58.9;0;Not_Canceled
INN01103;1;0;0;1;Meal Plan 1;0;Room_Type 1;5;2018;2;3;Corporate;1;0;4;66;0;Not_Canceled
INN01104;2;0;0;1;Meal Plan 2;0;Room_Type 1;41;2017;9;4;Offline;0;0;0;110;0;Not_Canceled
INN01105;3;0;0;2;Meal Plan 1;0;Room_Type 1;45;2018;12;8;Offline;0;0;0;98.1;0;Not_Canceled
INN01106;1;0;0;2;Meal Plan 1;0;Room_Type 1;1;2017;9;2;Corporate;0;0;0;65;0;Not_Canceled
INN01107;2;0;0;3;Meal Plan 1;0;Room_Type 4;11;2018;4;13;Online;0;0;0;143.33;0;Canceled
INN01108;2;0;0;2;Meal Plan 1;0;Room_Type 1;9;2018;10;21;Complementary;0;0;0;0;0;Not_Canceled
INN01109;3;0;1;2;Meal Plan 1;0;Room_Type 1;161;2018;7;15;Offline;0;0;0;96.9;1;Not_Canceled
INN01110;1;0;2;1;Meal Plan 2;0;Room_Type 1;2;2017;8;15;Online;0;0;0;72.5;0;Canceled
INN01111;1;0;1;2;Not Selected;0;Room_Type 1;13;2018;5;30;Online;0;0;0;87.78;1;Not_Canceled
INN01112;2;0;0;4;Meal Plan 1;0;Room_Type 1;1;2018;3;8;Online;0;0;0;105;1;Not_Canceled
INN01113;2;0;1;3;Meal Plan 1;0;Room_Type 1;38;2018;6;20;Online;0;0;0;88.8;0;Canceled
INN01114;2;0;1;3;Meal Plan 1;0;Room_Type 1;166;2017;10;12;Online;0;0;0;89.25;2;Not_Canceled
INN01115;2;0;0;2;Meal Plan 1;0;Room_Type 1;68;2017;9;29;Offline;0;0;0;65;0;Not_Canceled
INN01116;1;0;0;2;Meal Plan 2;0;Room_Type 1;256;2018;6;15;Offline;0;0;0;90;0;Not_Canceled
INN01117;2;0;1;2;Meal Plan 2;0;Room_Type 1;418;2018;9;26;Online;0;0;0;107;0;Canceled
INN01118;2;0;0;1;Meal Plan 1;0;Room_Type 1;0;2018;9;27;Corporate;0;0;0;160;0;Not_Canceled
INN01119;2;0;1;2;Meal Plan 1;0;Room_Type 4;133;2018;8;15;Online;0;0;0;113.6;0;Canceled
INN01120;2;0;0;2;Meal Plan 2;0;Room_Type 1;273;2017;7;17;Online;0;0;0;109;0;Canceled
INN01121;2;0;2;3;Meal Plan 1;0;Room_Type 1;17;2017;8;27;Online;0;0;0;90;1;Not_Canceled
INN01122;2;0;0;4;Meal Plan 1;0;Room_Type 1;88;2018;7;26;Offline;0;0;0;72.25;0;Not_Canceled
INN01123;2;0;0;3;Meal Plan 1;0;Room_Type 4;80;2018;4;28;Online;0;0;0;95.24;1;Not_Canceled
INN01124;1;0;2;1;Meal Plan 1;0;Room_Type 1;16;2018;10;2;Corporate;0;0;0;95;0;Not_Canceled
INN01125;1;0;0;3;Not Selected;0;Room_Type 1;15;2018;4;12;Online;0;0;0;117.67;0;Canceled
INN01126;2;0;0;3;Meal Plan 1;0;Room_Type 4;59;2018;10;19;Online;0;0;0;139.5;1;Canceled
INN01127;1;0;0;2;Meal Plan 1;0;Room_Type 1;32;2017;11;20;Offline;0;0;0;73;0;Not_Canceled
INN01128;2;0;0;3;Meal Plan 1;0;Room_Type 1;213;2018;6;7;Online;0;0;0;130;0;Canceled
INN01129;2;0;1;2;Meal Plan 2;0;Room_Type 1;161;2018;3;25;Online;0;0;0;130;0;Canceled
INN01130;2;0;2;5;Not Selected;0;Room_Type 1;17;2018;12;30;Online;0;0;0;90.34;1;Not_Canceled
INN01131;2;0;2;5;Meal Plan 1;0;Room_Type 1;155;2018;7;17;Online;0;0;0;101.88;1;Canceled
INN01132;2;0;2;3;Meal Plan 1;0;Room_Type 1;49;2018;1;24;Online;0;0;0;75.95;1;Not_Canceled
INN01133;2;0;0;2;Meal Plan 2;0;Room_Type 1;257;2017;7;1;Online;0;0;0;101.5;0;Canceled
INN01134;2;0;2;2;Meal Plan 1;0;Room_Type 2;50;2018;3;5;Online;0;0;0;67.66;0;Canceled
INN01135;2;0;1;1;Meal Plan 2;0;Room_Type 1;247;2018;6;6;Online;0;0;0;115;1;Canceled
INN01136;2;1;2;4;Meal Plan 1;0;Room_Type 1;64;2018;4;23;Online;0;0;0;115.03;2;Not_Canceled
INN01137;2;2;0;1;Meal Plan 1;0;Room_Type 6;24;2018;12;30;Online;0;0;0;206;0;Not_Canceled
INN01138;2;0;0;5;Meal Plan 1;0;Room_Type 1;10;2017;8;18;Online;0;0;0;90;1;Not_Canceled
INN01139;2;0;2;2;Meal Plan 1;0;Room_Type 1;59;2018;11;18;Offline;0;0;0;75;0;Not_Canceled
INN01140;1;0;0;2;Meal Plan 1;0;Room_Type 1;164;2017;10;2;Offline;0;0;0;100;0;Not_Canceled
INN01141;1;0;0;2;Meal Plan 1;0;Room_Type 1;32;2017;11;20;Offline;0;0;0;73;0;Not_Canceled
INN01142;2;0;2;1;Meal Plan 2;0;Room_Type 1;122;2018;3;27;Offline;0;0;0;107;1;Not_Canceled
INN01143;1;0;0;3;Meal Plan 1;0;Room_Type 1;276;2018;9;22;Offline;0;0;0;95.67;0;Not_Canceled
INN01144;2;0;1;3;Meal Plan 1;0;Room_Type 4;18;2018;9;15;Online;0;0;0;105.64;1;Not_Canceled
INN01145;2;0;0;3;Meal Plan 1;0;Room_Type 1;116;2018;11;17;Online;0;0;0;90;1;Not_Canceled
INN01146;1;0;1;2;Meal Plan 1;0;Room_Type 1;38;2018;2;22;Online;0;0;0;75.3;0;Canceled
INN01147;2;0;1;2;Meal Plan 1;0;Room_Type 1;41;2018;11;11;Online;0;0;0;121.33;1;Canceled
INN01148;2;1;1;5;Meal Plan 1;1;Room_Type 1;6;2017;8;17;Online;0;0;0;104;2;Not_Canceled
INN01149;1;0;0;3;Meal Plan 1;0;Room_Type 4;47;2018;9;13;Offline;0;0;0;120;0;Not_Canceled
INN01150;2;2;1;2;Meal Plan 1;0;Room_Type 6;9;2017;8;21;Online;0;0;0;115.67;3;Not_Canceled
INN01151;1;0;0;1;Meal Plan 1;0;Room_Type 1;0;2017;9;5;Online;0;0;0;133;1;Canceled
INN01152;3;0;0;3;Not Selected;0;Room_Type 1;1;2017;12;31;Online;0;0;0;183.5;0;Not_Canceled
INN01153;2;0;2;3;Meal Plan 1;0;Room_Type 4;118;2018;5;1;Online;0;0;0;107.95;0;Not_Canceled
INN01154;1;0;0;2;Meal Plan 1;0;Room_Type 1;0;2017;8;5;Online;0;0;0;80;0;Not_Canceled
INN01155;1;0;0;4;Not Selected;0;Room_Type 1;12;2018;11;9;Online;0;0;0;120.06;1;Not_Canceled
INN01156;1;0;1;4;Meal Plan 1;0;Room_Type 1;89;2017;7;6;Online;0;0;0;68;1;Canceled
INN01157;1;0;0;1;Not Selected;0;Room_Type 1;38;2018;3;5;Online;0;0;0;67.6;1;Not_Canceled
INN01158;2;0;0;1;Meal Plan 1;1;Room_Type 4;41;2018;1;16;Online;0;0;0;93.45;1;Not_Canceled
INN01159;2;0;0;0;Meal Plan 1;0;Room_Type 1;145;2018;7;5;Online;0;0;0;0;1;Not_Canceled
INN01160;2;0;1;1;Meal Plan 1;1;Room_Type 1;83;2018;3;19;Online;0;0;0;105.3;1;Not_Canceled
INN01161;2;0;0;4;Not Selected;0;Room_Type 1;1;2018;11;8;Online;0;0;0;159.38;2;Not_Canceled
INN01162;1;0;0;2;Meal Plan 1;0;Room_Type 1;192;2018;6;24;Offline;0;0;0;95;0;Not_Canceled
INN01163;3;0;2;7;Meal Plan 1;0;Room_Type 4;178;2018;7;27;Online;0;0;0;127.22;1;Canceled
INN01164;1;0;0;3;Meal Plan 1;0;Room_Type 1;166;2018;11;1;Online;0;0;0;110;0;Canceled
INN01165;2;0;0;3;Meal Plan 1;0;Room_Type 1;44;2018;2;17;Offline;0;0;0;75;0;Not_Canceled
INN01166;2;0;1;3;Meal Plan 1;0;Room_Type 1;237;2018;10;17;Online;0;0;0;90.95;2;Canceled
INN01167;2;0;0;2;Not Selected;0;Room_Type 1;163;2018;7;22;Online;0;0;0;94.5;0;Canceled
INN01168;2;2;0;2;Meal Plan 1;0;Room_Type 6;22;2018;7;21;Online;0;0;0;240;1;Not_Canceled
INN01169;2;0;1;4;Meal Plan 1;0;Room_Type 1;7;2017;9;21;Online;0;0;0;143.2;2;Not_Canceled
INN01170;1;0;2;5;Meal Plan 1;0;Room_Type 1;20;2017;11;11;Online;0;0;0;68.85;1;Not_Canceled
INN01171;2;0;2;2;Meal Plan 1;0;Room_Type 1;54;2018;12;24;Online;0;0;0;88.4;1;Not_Canceled
INN01172;2;0;0;4;Meal Plan 1;0;Room_Type 1;89;2017;8;11;Online;0;0;0;76.5;0;Canceled
INN01173;2;0;2;1;Meal Plan 1;0;Room_Type 1;2;2017;10;18;Corporate;0;0;0;123;0;Not_Canceled
INN01174;2;0;0;3;Meal Plan 1;0;Room_Type 1;112;2018;6;2;Online;0;0;0;120;1;Canceled
INN01175;2;1;2;3;Meal Plan 1;0;Room_Type 1;153;2018;12;29;Online;0;0;0;122.91;0;Not_Canceled
INN01176;1;0;0;1;Meal Plan 1;0;Room_Type 1;7;2017;10;30;Offline;0;0;0;95;0;Not_Canceled
INN01177;1;0;0;2;Meal Plan 2;0;Room_Type 1;6;2017;12;10;Online;0;0;0;0;0;Not_Canceled
INN01178;2;0;0;4;Meal Plan 1;0;Room_Type 1;14;2018;5;18;Offline;0;0;0;72;1;Not_Canceled
INN01179;2;0;0;2;Meal Plan 1;0;Room_Type 1;36;2018;8;10;Online;0;0;0;135.9;1;Canceled
INN01180;2;0;0;2;Meal Plan 2;0;Room_Type 1;39;2017;8;14;Offline;0;0;0;101.5;0;Not_Canceled
INN01181;1;0;1;3;Meal Plan 1;0;Room_Type 5;10;2018;3;7;Corporate;0;0;0;107;0;Not_Canceled
INN01182;2;1;1;2;Meal Plan 1;0;Room_Type 1;6;2018;7;11;Online;0;0;0;169;2;Not_Canceled
INN01183;2;0;1;2;Not Selected;0;Room_Type 1;112;2018;12;16;Online;0;0;0;79.2;1;Canceled
INN01184;2;0;3;7;Not Selected;0;Room_Type 1;18;2018;12;9;Online;0;0;0;75.99;0;Not_Canceled
INN01185;2;0;1;2;Not Selected;0;Room_Type 1;66;2018;9;2;Online;0;0;0;87.3;1;Not_Canceled
INN01186;1;0;0;2;Meal Plan 2;0;Room_Type 1;377;2018;10;14;Offline;0;0;0;90;0;Not_Canceled
INN01187;2;0;0;2;Meal Plan 1;0;Room_Type 1;71;2018;4;1;Online;0;0;0;87.3;0;Canceled
INN01188;2;1;0;1;Meal Plan 1;0;Room_Type 1;16;2018;12;21;Online;0;0;0;105.4;2;Not_Canceled
INN01189;2;0;1;3;Meal Plan 1;0;Room_Type 4;9;2017;9;10;Offline;0;0;0;63.75;0;Not_Canceled
INN01190;2;0;0;2;Meal Plan 2;0;Room_Type 1;102;2017;10;16;Online;0;0;0;101.5;0;Canceled
INN01191;2;0;0;3;Meal Plan 1;0;Room_Type 1;103;2018;5;4;Online;0;0;0;95;0;Canceled
INN01192;2;0;2;0;Meal Plan 1;0;Room_Type 1;146;2018;4;24;Online;0;0;0;95;0;Canceled
INN01193;2;0;2;1;Not Selected;0;Room_Type 1;130;2018;8;27;Online;0;0;0;85.5;2;Not_Canceled
INN01194;2;0;1;3;Not Selected;0;Room_Type 1;0;2017;8;10;Online;0;0;0;115;0;Not_Canceled
INN01195;2;0;1;0;Not Selected;0;Room_Type 1;4;2018;6;13;Online;0;0;0;99;2;Not_Canceled
INN01196;2;0;2;1;Meal Plan 1;0;Room_Type 1;88;2018;12;18;Offline;0;0;0;75;0;Not_Canceled
INN01197;2;0;1;0;Meal Plan 1;0;Room_Type 1;85;2018;7;18;Online;0;0;0;105.3;0;Not_Canceled
INN01198;2;0;1;4;Meal Plan 1;0;Room_Type 1;63;2018;11;21;Online;0;0;0;88.4;3;Not_Canceled
INN01199;2;0;2;5;Meal Plan 1;0;Room_Type 1;85;2018;4;13;Online;0;0;0;90.95;0;Canceled
INN01200;3;0;1;0;Meal Plan 1;0;Room_Type 4;11;2018;2;14;Online;0;0;0;127;1;Not_Canceled
INN01201;1;0;0;1;Meal Plan 1;0;Room_Type 1;3;2018;3;17;Corporate;1;0;1;79;1;Not_Canceled
INN01202;2;0;1;1;Meal Plan 1;0;Room_Type 1;94;2018;10;31;Online;0;0;0;90.45;0;Canceled
INN01203;2;0;2;5;Not Selected;0;Room_Type 1;119;2018;6;28;Online;0;0;0;85.61;0;Canceled
INN01204;2;0;1;2;Meal Plan 1;0;Room_Type 2;130;2018;3;25;Online;0;0;0;102.58;0;Not_Canceled
INN01205;2;0;0;2;Meal Plan 1;0;Room_Type 1;30;2018;3;4;Online;0;0;0;88.4;0;Not_Canceled
INN01206;1;0;0;1;Meal Plan 1;0;Room_Type 5;0;2018;7;14;Corporate;0;0;0;140;0;Not_Canceled
INN01207;2;0;2;1;Not Selected;0;Room_Type 1;5;2017;9;19;Online;0;0;0;120.33;2;Not_Canceled
INN01208;2;0;0;2;Meal Plan 1;1;Room_Type 4;42;2018;9;27;Online;0;0;0;158.4;1;Not_Canceled
INN01209;2;0;1;0;Not Selected;0;Room_Type 1;2;2018;5;16;Online;0;0;0;89;1;Not_Canceled
INN01210;1;0;0;1;Meal Plan 1;0;Room_Type 1;5;2018;5;10;Corporate;1;0;2;65;0;Not_Canceled
INN01211;2;0;1;2;Meal Plan 1;0;Room_Type 1;290;2018;6;17;Online;0;0;0;72;0;Canceled
INN01212;2;0;2;2;Meal Plan 1;0;Room_Type 1;28;2018;4;17;Online;0;0;0;101.8;0;Canceled
INN01213;2;0;2;3;Not Selected;0;Room_Type 1;116;2018;6;30;Online;0;0;0;75.27;0;Not_Canceled
INN01214;2;0;0;2;Meal Plan 1;0;Room_Type 1;216;2018;8;30;Online;0;0;0;96.3;1;Canceled
INN01215;2;0;0;1;Not Selected;0;Room_Type 1;82;2018;6;23;Online;0;0;0;85.5;0;Canceled
INN01216;1;0;2;1;Meal Plan 1;0;Room_Type 1;110;2018;10;9;Online;0;0;0;80;0;Canceled
INN01217;2;0;2;2;Meal Plan 1;0;Room_Type 1;226;2018;10;29;Online;0;0;0;70;0;Canceled
INN01218;2;0;2;1;Meal Plan 1;0;Room_Type 1;12;2018;2;14;Offline;0;0;0;87;1;Not_Canceled
INN01219;1;0;0;2;Meal Plan 1;0;Room_Type 1;9;2017;11;11;Corporate;0;0;0;79;1;Not_Canceled
INN01220;2;0;2;1;Meal Plan 1;0;Room_Type 1;41;2018;3;13;Corporate;0;0;0;85.67;0;Not_Canceled
INN01221;2;0;2;1;Meal Plan 1;0;Room_Type 1;48;2018;3;6;Offline;0;0;0;40.67;1;Not_Canceled
INN01222;2;0;0;3;Meal Plan 1;0;Room_Type 1;71;2017;9;22;Offline;0;0;0;95;0;Not_Canceled
INN01223;2;0;0;3;Meal Plan 1;0;Room_Type 1;37;2018;10;13;Offline;0;0;0;105;0;Not_Canceled
INN01224;1;0;2;3;Meal Plan 1;0;Room_Type 4;164;2018;9;17;Online;0;0;0;108.11;1;Canceled
INN01225;2;0;2;2;Meal Plan 1;0;Room_Type 1;60;2018;3;20;Online;0;0;0;75;0;Canceled
INN01226;2;0;1;3;Meal Plan 1;0;Room_Type 4;126;2018;5;2;Online;0;0;0;86.36;0;Not_Canceled
INN01227;2;0;0;1;Meal Plan 1;0;Room_Type 1;258;2018;9;29;Online;0;0;0;106.2;1;Canceled
INN01228;1;0;0;1;Meal Plan 1;0;Room_Type 1;151;2018;1;19;Offline;0;0;0;80;0;Not_Canceled
INN01229;2;0;1;2;Meal Plan 1;0;Room_Type 1;302;2018;9;16;Online;0;0;0;100;0;Canceled
INN01230;2;1;0;2;Meal Plan 1;0;Room_Type 4;12;2018;6;29;Online;0;0;0;156;3;Not_Canceled
INN01231;2;0;1;3;Meal Plan 1;0;Room_Type 1;254;2018;9;29;Online;0;0;0;100.3;1;Canceled
INN01232;2;0;0;3;Meal Plan 2;0;Room_Type 4;2;2018;11;17;Online;0;0;0;159;1;Canceled
INN01233;1;0;0;2;Meal Plan 1;0;Room_Type 1;10;2018;11;15;Online;0;0;0;103;2;Not_Canceled
INN01234;2;0;1;0;Not Selected;0;Room_Type 1;1;2018;5;8;Online;0;0;0;56.47;0;Not_Canceled
INN01235;2;2;0;1;Meal Plan 1;0;Room_Type 6;60;2018;12;23;Online;0;0;0;156.6;1;Not_Canceled
INN01236;2;0;0;3;Meal Plan 1;0;Room_Type 1;193;2018;9;29;Online;0;0;0;93.09;1;Canceled
INN01237;2;0;2;3;Meal Plan 1;0;Room_Type 1;131;2018;6;19;Online;0;0;0;80.75;0;Canceled
INN01238;1;0;1;1;Not Selected;0;Room_Type 1;83;2018;11;19;Online;0;0;0;79.2;1;Not_Canceled
INN01239;3;0;1;3;Meal Plan 1;0;Room_Type 5;102;2018;5;5;Online;0;0;0;150.45;1;Not_Canceled
INN01240;2;0;2;3;Meal Plan 1;0;Room_Type 1;3;2017;12;3;Offline;0;0;0;58;0;Not_Canceled
INN01241;2;0;1;2;Not Selected;0;Room_Type 1;5;2018;3;7;Online;0;0;0;89;1;Canceled
INN01242;2;0;0;1;Meal Plan 1;0;Room_Type 1;29;2017;9;15;Online;0;0;0;105;1;Not_Canceled
INN01243;1;0;1;3;Meal Plan 1;0;Room_Type 1;11;2017;10;19;Online;0;0;0;92.4;0;Not_Canceled
INN01244;1;0;2;0;Meal Plan 1;0;Room_Type 1;126;2018;6;26;Online;0;0;0;90.9;1;Not_Canceled
INN01245;1;0;0;2;Meal Plan 1;0;Room_Type 1;164;2017;10;2;Offline;0;0;0;100;0;Not_Canceled
INN01246;2;0;1;4;Meal Plan 1;0;Room_Type 1;33;2018;3;16;Offline;0;0;0;63.58;0;Not_Canceled
INN01247;2;0;0;2;Meal Plan 2;0;Room_Type 1;74;2017;9;18;Offline;0;0;0;109;0;Not_Canceled
INN01248;2;0;0;2;Meal Plan 1;0;Room_Type 4;5;2018;10;14;Online;0;0;0;175;2;Not_Canceled
INN01249;1;0;2;1;Not Selected;0;Room_Type 1;6;2018;9;25;Online;0;0;0;159;2;Not_Canceled
INN01250;2;0;0;1;Not Selected;0;Room_Type 1;191;2018;11;25;Online;0;0;0;71.1;0;Canceled
INN01251;1;0;2;3;Meal Plan 1;0;Room_Type 1;81;2018;7;3;Online;0;0;0;108.9;1;Not_Canceled
INN01252;1;0;0;2;Meal Plan 1;0;Room_Type 1;32;2017;11;20;Offline;0;0;0;73;0;Not_Canceled
